nch,z,interval,mag,share_soft,share_top2,share_stiff,c_soft,floor
10,100,0.2,0.034619852483388724,0.05815938145619194,0.060802205698508936,0.18746521209531197,-0.00834901233142032,0.024392529344691917
10,100,0.5,0.023558609529115815,0.39718064887244575,0.5720768693249862,0.17926616188818403,0.014847170454793225,0.024728268790125206
10,100,1,0.02192097324211985,0.18338190007180727,0.18804331700722873,0.1034335182201644,-0.009387243126066721,0.024584964580507095
10,1000,0.01,0.021558504304455852,0.0011174849041008976,0.02885431940114497,9.464344909877397e-4,-7.20675004360148e-4,0.024553640245561406
10,1000,0.02,0.030297444949507285,0.3223333437427672,0.35228803998149716,0.01476485384287356,0.017201195099067222,0.02468152092563436
10,1000,0.05,0.02397026913567055,0.022378411202302783,0.3036131079131731,0.14975362286286054,-0.003585812155843392,0.024412679429670722
10,1000,0.1,0.025458542918131773,0.8262232563245253,0.8419754716139409,0.013787524056116001,0.02314100687917983,0.024530933645133167
10,1000,0.2,0.026541096880099667,0.040251548485362,0.2084718901924008,0.184596959175843,-0.005324884148892214,0.024483723540407114
10,1000,0.5,0.02878897317298718,0.5399118577038339,0.6880564855576994,0.005973766446738052,0.021153761709398092,0.024581922905463703
10,1000,1,0.013113114438826064,0.0054009050352644096,0.06722239915359017,0.0035895497847075798,9.636939263941634e-4,0.02436418749099573
10,10000,0.01,0.02509350816556084,0.17918507660020255,0.596622689302664,0.3451175060274961,0.010622146817848125,0.024496407433045788
10,10000,0.02,0.011941921268072607,0.5166366520319469,0.5174502468277968,0.02991755362596332,0.008583547410079325,0.024573463313204362
10,10000,0.05,0.013492500425385195,0.6758852994156483,0.7518308169109175,0.22103073671620427,-0.011092487314503406,0.02437422639638766
10,10000,0.1,0.03347185143916168,0.17418353495902353,0.639741312046464,0.2744567024152342,0.013969577948525795,0.024680596812906255
